SCN, SCN@Site, SCN@Station, Date, Direction, Lane, Speed, Headway, Occupancy, Vehicles, Motorbikes, Cars, Trailers, Rigids, HGVs, Buses
R0613D1L0, 613, 613, 2023-01-05 17:01:42, 1, 0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0
R0613D1L0, 613, 613, 2023-01-05 17:07:42, 1, 0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0
R0613D1L0, 613, 613, 2023-01-05 17:13:42, 1, 0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0
R0613D1L0, 613, 613, 2023-01-05 17:17:43, 1, 0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0
R0613D1L0, 613, 613, 2023-01-05 17:23:43, 1, 0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0
R0613D1L0, 613, 613, 2023-01-05 17:27:43, 1, 0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0
R0613D1L0, 613, 613, 2023-01-05 17:33:42, 1, 0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0
R0613D1L0, 613, 613, 2023-01-05 17:37:42, 1, 0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0
R0613D1L0, 613, 613, 2023-01-05 17:41:42, 1, 0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0
R0613D1L0, 613, 613, 2023-01-05 17:47:43, 1, 0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0
R0613D1L0, 613, 613, 2023-01-05 17:51:42, 1, 0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0
R0613D1L0, 613, 613, 2023-01-05 17:57:42, 1, 0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0
R0613D1L0, 613, 613, 2023-01-05 18:03:42, 1, 0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0
R0613D1L0, 613, 613, 2023-01-05 18:07:42, 1, 0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0
R0613D1L0, 613, 613, 2023-01-05 18:13:42, 1, 0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0
R0613D1L0, 613, 613, 2023-01-05 18:17:43, 1, 0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0
R0613D1L0, 613, 613, 2023-01-05 18:23:42, 1, 0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0
R0613D1L0, 613, 613, 2023-01-05 18:27:43, 1, 0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0
R0613D1L0, 613, 613, 2023-01-05 18:33:42, 1, 0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0
R0613D1L0, 613, 613, 2023-01-05 18:37:42, 1, 0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0
R0613D1L0, 613, 613, 2023-01-05 18:43:42, 1, 0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0
R0613D1L0, 613, 613, 2023-01-05 18:47:43, 1, 0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0
R0613D1L0, 613, 613, 2023-01-05 18:51:42, 1, 0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0
R0613D1L0, 613, 613, 2023-01-05 18:57:42, 1, 0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0
R0613D1L0, 613, 613, 2023-01-05 19:07:42, 1, 0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0
R0613D1L0, 613, 613, 2023-01-05 19:13:42, 1, 0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0
R0613D1L0, 613, 613, 2023-01-05 19:17:42, 1, 0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0
R0613D1L0, 613, 613, 2023-01-05 19:19:43, 1, 0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0
R0613D1L0, 613, 613, 2023-01-05 19:23:43, 1, 0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0
R0613D1L0, 613, 613, 2023-01-05 19:27:43, 1, 0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0
R0613D1L0, 613, 613, 2023-01-05 19:33:42, 1, 0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0
R0613D1L0, 613, 613, 2023-01-05 19:37:42, 1, 0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0
R0613D1L0, 613, 613, 2023-01-05 19:43:42, 1, 0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0
R0613D1L0, 613, 613, 2023-01-05 19:47:43, 1, 0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0
R0613D1L0, 613, 613, 2023-01-05 19:51:42, 1, 0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0
R0613D1L0, 613, 613, 2023-01-05 19:57:42, 1, 0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0
R0613D1L0, 613, 613, 2023-01-05 20:03:42, 1, 0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0
R0613D1L0, 613, 613, 2023-01-05 20:07:42, 1, 0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0
R0613D1L0, 613, 613, 2023-01-05 20:13:42, 1, 0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0
R0613D1L0, 613, 613, 2023-01-05 20:17:43, 1, 0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0
R0613D1L0, 613, 613, 2023-01-05 20:19:43, 1, 0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0
R0613D1L0, 613, 613, 2023-01-05 20:23:43, 1, 0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0
R0613D1L0, 613, 613, 2023-01-05 20:25:43, 1, 0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0
R0613D1L0, 613, 613, 2023-01-05 20:27:43, 1, 0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0
R0613D1L0, 613, 613, 2023-01-05 20:33:43, 1, 0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0
R0613D1L0, 613, 613, 2023-01-05 20:37:42, 1, 0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0
R0613D1L0, 613, 613, 2023-01-05 20:43:42, 1, 0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0
R0613D1L0, 613, 613, 2023-01-05 20:47:43, 1, 0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0
R0613D1L0, 613, 613, 2023-01-05 20:51:42, 1, 0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0
R0613D1L0, 613, 613, 2023-01-05 21:03:42, 1, 0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0
R0613D1L0, 613, 613, 2023-01-05 21:07:42, 1, 0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0
R0613D1L0, 613, 613, 2023-01-05 21:13:42, 1, 0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0
R0613D1L0, 613, 613, 2023-01-05 21:17:43, 1, 0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0
R0613D1L0, 613, 613, 2023-01-05 21:55:43, 1, 0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0
R0613D1L0, 613, 613, 2023-01-05 21:57:42, 1, 0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0
R0613D1L0, 613, 613, 2023-01-05 22:03:42, 1, 0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0
R0613D1L0, 613, 613, 2023-01-05 22:07:42, 1, 0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0
R0613D1L0, 613, 613, 2023-01-05 22:13:42, 1, 0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0
R0613D1L0, 613, 613, 2023-01-05 22:17:43, 1, 0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0
R0613D1L0, 613, 613, 2023-01-05 22:19:43, 1, 0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0
R0613D1L0, 613, 613, 2023-01-05 22:23:43, 1, 0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0
R0613D1L0, 613, 613, 2023-01-05 22:25:43, 1, 0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0
R0613D1L0, 613, 613, 2023-01-05 22:27:43, 1, 0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0
R0613D1L0, 613, 613, 2023-01-05 22:33:43, 1, 0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0
R0613D1L0, 613, 613, 2023-01-05 22:37:42, 1, 0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0
R0613D1L0, 613, 613, 2023-01-05 22:43:42, 1, 0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0
R0613D1L0, 613, 613, 2023-01-05 22:47:43, 1, 0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0
R0613D1L0, 613, 613, 2023-01-05 22:51:42, 1, 0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0
R0613D1L0, 613, 613, 2023-01-05 22:57:42, 1, 0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0
R0613D1L0, 613, 613, 2023-01-05 23:01:42, 1, 0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0
R0613D1L0, 613, 613, 2023-01-05 23:07:42, 1, 0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0
R0613D1L0, 613, 613, 2023-01-05 23:13:42, 1, 0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0
R0613D1L0, 613, 613, 2023-01-05 23:17:43, 1, 0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0
R0613D1L0, 613, 613, 2023-01-05 23:19:43, 1, 0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0
R0613D1L0, 613, 613, 2023-01-05 23:23:43, 1, 0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0
R0613D1L0, 613, 613, 2023-01-05 23:25:43, 1, 0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0
R0613D1L0, 613, 613, 2023-01-05 23:27:43, 1, 0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0
R0613D1L0, 613, 613, 2023-01-05 23:33:42, 1, 0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0
R0613D1L0, 613, 613, 2023-01-05 23:37:42, 1, 0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0
R0613D1L0, 613, 613, 2023-01-05 23:43:42, 1, 0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0
R0613D1L0, 613, 613, 2023-01-05 23:47:43, 1, 0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0
R0613D1L0, 613, 613, 2023-01-05 23:51:42, 1, 0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0
R0613D1L0, 613, 613, 2023-01-05 23:57:42, 1, 0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0
